county,fips,state,usda_region,usda_region_number
Marshall County,19127,Iowa,Eastern Region,9
Mills County,19129,Iowa,Eastern Region,9
Mitchell County,19131,Iowa,Eastern Region,9
Monona County,19133,Iowa,Eastern Region,9
Monroe County,19135,Iowa,Eastern Region,9
Montgomery County,19137,Iowa,Eastern Region,9
Muscatine County,19139,Iowa,Eastern Region,9
O'Brien County,19141,Iowa,Eastern Region,9
Osceola County,19143,Iowa,Eastern Region,9
Page County,19145,Iowa,Eastern Region,9
Palo Alto County,19147,Iowa,Eastern Region,9
Plymouth County,19149,Iowa,Eastern Region,9
Pocahontas County,19151,Iowa,Eastern Region,9
Polk County,19153,Iowa,Eastern Region,9
Pottawattamie County,19155,Iowa,Eastern Region,9
Poweshiek County,19157,Iowa,Eastern Region,9
Ringgold County,19159,Iowa,Eastern Region,9
Sac County,19161,Iowa,Eastern Region,9
Scott County,19163,Iowa,Eastern Region,9
Shelby County,19165,Iowa,Eastern Region,9
Sioux County,19167,Iowa,Eastern Region,9
Story County,19169,Iowa,Eastern Region,9
Tama County,19171,Iowa,Eastern Region,9
Taylor County,19173,Iowa,Eastern Region,9
Union County,19175,Iowa,Eastern Region,9
Van Buren County,19177,Iowa,Eastern Region,9
Wapello County,19179,Iowa,Eastern Region,9
Warren County,19181,Iowa,Eastern Region,9
Washington County,19183,Iowa,Eastern Region,9
Wayne County,19185,Iowa,Eastern Region,9
Webster County,19187,Iowa,Eastern Region,9
Winnebago County,19189,Iowa,Eastern Region,9
Winneshiek County,19191,Iowa,Eastern Region,9
Woodbury County,19193,Iowa,Eastern Region,9
Worth County,19195,Iowa,Eastern Region,9
Wright County,19197,Iowa,Eastern Region,9
Androscoggin County,23001,Maine,Eastern Region,9
Aroostook County,23003,Maine,Eastern Region,9
Cumberland County,23005,Maine,Eastern Region,9
Franklin County,23007,Maine,Eastern Region,9
Hancock County,23009,Maine,Eastern Region,9
Kennebec County,23011,Maine,Eastern Region,9
Knox County,23013,Maine,Eastern Region,9
Lincoln County,23015,Maine,Eastern Region,9
Oxford County,23017,Maine,Eastern Region,9
Penobscot County,23019,Maine,Eastern Region,9
Piscataquis County,23021,Maine,Eastern Region,9
Sagadahoc County,23023,Maine,Eastern Region,9
Somerset County,23025,Maine,Eastern Region,9
Waldo County,23027,Maine,Eastern Region,9
Washington County,23029,Maine,Eastern Region,9
York County,23031,Maine,Eastern Region,9
Allegany County,24001,Maryland,Eastern Region,9
Anne Arundel County,24003,Maryland,Eastern Region,9
Baltimore County,24005,Maryland,Eastern Region,9
Calvert County,24009,Maryland,Eastern Region,9
Caroline County,24011,Maryland,Eastern Region,9
Carroll County,24013,Maryland,Eastern Region,9
Cecil County,24015,Maryland,Eastern Region,9
Charles County,24017,Maryland,Eastern Region,9
Dorchester County,24019,Maryland,Eastern Region,9
Frederick County,24021,Maryland,Eastern Region,9
Garrett County,24023,Maryland,Eastern Region,9
Harford County,24025,Maryland,Eastern Region,9
Howard County,24027,Maryland,Eastern Region,9
Kent County,24029,Maryland,Eastern Region,9
Montgomery County,24031,Maryland,Eastern Region,9
Prince George's County,24033,Maryland,Eastern Region,9
Queen Anne's County,24035,Maryland,Eastern Region,9
St. Mary's County,24037,Maryland,Eastern Region,9
Somerset County,24039,Maryland,Eastern Region,9
Talbot County,24041,Maryland,Eastern Region,9
Washington County,24043,Maryland,Eastern Region,9
Wicomico County,24045,Maryland,Eastern Region,9
Worcester County,24047,Maryland,Eastern Region,9
Baltimore city,24510,Maryland,Eastern Region,9
Barnstable County,25001,Massachusetts,Eastern Region,9
Berkshire County,25003,Massachusetts,Eastern Region,9
Bristol County,25005,Massachusetts,Eastern Region,9
Dukes County,25007,Massachusetts,Eastern Region,9
Essex County,25009,Massachusetts,Eastern Region,9
Franklin County,25011,Massachusetts,Eastern Region,9
Hampden County,25013,Massachusetts,Eastern Region,9
Hampshire County,25015,Massachusetts,Eastern Region,9
Middlesex County,25017,Massachusetts,Eastern Region,9
Nantucket County,25019,Massachusetts,Eastern Region,9
Norfolk County,25021,Massachusetts,Eastern Region,9
Plymouth County,25023,Massachusetts,Eastern Region,9
Suffolk County,25025,Massachusetts,Eastern Region,9
Worcester County,25027,Massachusetts,Eastern Region,9
Alcona County,26001,Michigan,Eastern Region,9
Alger County,26003,Michigan,Eastern Region,9
Allegan County,26005,Michigan,Eastern Region,9
Alpena County,26007,Michigan,Eastern Region,9
Antrim County,26009,Michigan,Eastern Region,9
Arenac County,26011,Michigan,Eastern Region,9
Baraga County,26013,Michigan,Eastern Region,9
Barry County,26015,Michigan,Eastern Region,9
Bay County,26017,Michigan,Eastern Region,9
Benzie County,26019,Michigan,Eastern Region,9
Berrien County,26021,Michigan,Eastern Region,9
Branch County,26023,Michigan,Eastern Region,9
Calhoun County,26025,Michigan,Eastern Region,9
Cass County,26027,Michigan,Eastern Region,9
Charlevoix County,26029,Michigan,Eastern Region,9
Cheboygan County,26031,Michigan,Eastern Region,9
Chippewa County,26033,Michigan,Eastern Region,9
Clare County,26035,Michigan,Eastern Region,9
Clinton County,26037,Michigan,Eastern Region,9
Crawford County,26039,Michigan,Eastern Region,9
Delta County,26041,Michigan,Eastern Region,9
Dickinson County,26043,Michigan,Eastern Region,9
Eaton County,26045,Michigan,Eastern Region,9
Emmet County,26047,Michigan,Eastern Region,9
Genesee County,26049,Michigan,Eastern Region,9
Gladwin County,26051,Michigan,Eastern Region,9
Gogebic County,26053,Michigan,Eastern Region,9
Grand Traverse County,26055,Michigan,Eastern Region,9
Gratiot County,26057,Michigan,Eastern Region,9
Hillsdale County,26059,Michigan,Eastern Region,9
Houghton County,26061,Michigan,Eastern Region,9
Huron County,26063,Michigan,Eastern Region,9
Ingham County,26065,Michigan,Eastern Region,9
Ionia County,26067,Michigan,Eastern Region,9
Iosco County,26069,Michigan,Eastern Region,9
Iron County,26071,Michigan,Eastern Region,9
Isabella County,26073,Michigan,Eastern Region,9
Jackson County,26075,Michigan,Eastern Region,9
Kalamazoo County,26077,Michigan,Eastern Region,9
Kalkaska County,26079,Michigan,Eastern Region,9
Kent County,26081,Michigan,Eastern Region,9
Keweenaw County,26083,Michigan,Eastern Region,9
Lake County,26085,Michigan,Eastern Region,9
Lapeer County,26087,Michigan,Eastern Region,9
Leelanau County,26089,Michigan,Eastern Region,9
Lenawee County,26091,Michigan,Eastern Region,9
Livingston County,26093,Michigan,Eastern Region,9
Luce County,26095,Michigan,Eastern Region,9
Mackinac County,26097,Michigan,Eastern Region,9
Macomb County,26099,Michigan,Eastern Region,9
Manistee County,26101,Michigan,Eastern Region,9
Marquette County,26103,Michigan,Eastern Region,9
Mason County,26105,Michigan,Eastern Region,9
Mecosta County,26107,Michigan,Eastern Region,9
Menominee County,26109,Michigan,Eastern Region,9
Midland County,26111,Michigan,Eastern Region,9
Missaukee County,26113,Michigan,Eastern Region,9
Monroe County,26115,Michigan,Eastern Region,9
Montcalm County,26117,Michigan,Eastern Region,9
Montmorency County,26119,Michigan,Eastern Region,9
Muskegon County,26121,Michigan,Eastern Region,9
Newaygo County,26123,Michigan,Eastern Region,9
Oakland County,26125,Michigan,Eastern Region,9
Oceana County,26127,Michigan,Eastern Region,9
Ogemaw County,26129,Michigan,Eastern Region,9
Ontonagon County,26131,Michigan,Eastern Region,9
Osceola County,26133,Michigan,Eastern Region,9
Oscoda County,26135,Michigan,Eastern Region,9
Otsego County,26137,Michigan,Eastern Region,9
Ottawa County,26139,Michigan,Eastern Region,9
Presque Isle County,26141,Michigan,Eastern Region,9
Roscommon County,26143,Michigan,Eastern Region,9
Saginaw County,26145,Michigan,Eastern Region,9
St. Clair County,26147,Michigan,Eastern Region,9
St. Joseph County,26149,Michigan,Eastern Region,9
Sanilac County,26151,Michigan,Eastern Region,9
Schoolcraft County,26153,Michigan,Eastern Region,9
Shiawassee County,26155,Michigan,Eastern Region,9
Tuscola County,26157,Michigan,Eastern Region,9
Van Buren County,26159,Michigan,Eastern Region,9
Washtenaw County,26161,Michigan,Eastern Region,9
Wayne County,26163,Michigan,Eastern Region,9
Wexford County,26165,Michigan,Eastern Region,9
Aitkin County,27001,Minnesota,Eastern Region,9
Anoka County,27003,Minnesota,Eastern Region,9
Becker County,27005,Minnesota,Eastern Region,9
Beltrami County,27007,Minnesota,Eastern Region,9
Benton County,27009,Minnesota,Eastern Region,9
Big Stone County,27011,Minnesota,Eastern Region,9
Blue Earth County,27013,Minnesota,Eastern Region,9
Brown County,27015,Minnesota,Eastern Region,9
Carlton County,27017,Minnesota,Eastern Region,9
Carver County,27019,Minnesota,Eastern Region,9
Cass County,27021,Minnesota,Eastern Region,9
Chippewa County,27023,Minnesota,Eastern Region,9
Chisago County,27025,Minnesota,Eastern Region,9
Clay County,27027,Minnesota,Eastern Region,9
Clearwater County,27029,Minnesota,Eastern Region,9
Cook County,27031,Minnesota,Eastern Region,9
Cottonwood County,27033,Minnesota,Eastern Region,9
Crow Wing County,27035,Minnesota,Eastern Region,9
Dakota County,27037,Minnesota,Eastern Region,9
Dodge County,27039,Minnesota,Eastern Region,9
Douglas County,27041,Minnesota,Eastern Region,9
Faribault County,27043,Minnesota,Eastern Region,9
Fillmore County,27045,Minnesota,Eastern Region,9
Freeborn County,27047,Minnesota,Eastern Region,9
Goodhue County,27049,Minnesota,Eastern Region,9
Grant County,27051,Minnesota,Eastern Region,9
Hennepin County,27053,Minnesota,Eastern Region,9
Houston County,27055,Minnesota,Eastern Region,9
Hubbard County,27057,Minnesota,Eastern Region,9
Isanti County,27059,Minnesota,Eastern Region,9
Itasca County,27061,Minnesota,Eastern Region,9
Jackson County,27063,Minnesota,Eastern Region,9
Kanabec County,27065,Minnesota,Eastern Region,9
Kandiyohi County,27067,Minnesota,Eastern Region,9
Kittson County,27069,Minnesota,Eastern Region,9
Koochiching County,27071,Minnesota,Eastern Region,9
Lac qui Parle County,27073,Minnesota,Eastern Region,9
Lake County,27075,Minnesota,Eastern Region,9
Lake of the Woods County,27077,Minnesota,Eastern Region,9
Le Sueur County,27079,Minnesota,Eastern Region,9
Lincoln County,27081,Minnesota,Eastern Region,9
Lyon County,27083,Minnesota,Eastern Region,9
McLeod County,27085,Minnesota,Eastern Region,9
Mahnomen County,27087,Minnesota,Eastern Region,9
Marshall County,27089,Minnesota,Eastern Region,9
Martin County,27091,Minnesota,Eastern Region,9
Meeker County,27093,Minnesota,Eastern Region,9
Mille Lacs County,27095,Minnesota,Eastern Region,9
Morrison County,27097,Minnesota,Eastern Region,9
Mower County,27099,Minnesota,Eastern Region,9
Murray County,27101,Minnesota,Eastern Region,9
Nicollet County,27103,Minnesota,Eastern Region,9
Nobles County,27105,Minnesota,Eastern Region,9
Norman County,27107,Minnesota,Eastern Region,9
Olmsted County,27109,Minnesota,Eastern Region,9
Otter Tail County,27111,Minnesota,Eastern Region,9
Pennington County,27113,Minnesota,Eastern Region,9
Pine County,27115,Minnesota,Eastern Region,9
Pipestone County,27117,Minnesota,Eastern Region,9
Polk County,27119,Minnesota,Eastern Region,9
Pope County,27121,Minnesota,Eastern Region,9
Ramsey County,27123,Minnesota,Eastern Region,9
Red Lake County,27125,Minnesota,Eastern Region,9
Redwood County,27127,Minnesota,Eastern Region,9
Renville County,27129,Minnesota,Eastern Region,9
Rice County,27131,Minnesota,Eastern Region,9
Rock County,27133,Minnesota,Eastern Region,9
Roseau County,27135,Minnesota,Eastern Region,9
St. Louis County,27137,Minnesota,Eastern Region,9
Scott County,27139,Minnesota,Eastern Region,9
Sherburne County,27141,Minnesota,Eastern Region,9
Sibley County,27143,Minnesota,Eastern Region,9
Stearns County,27145,Minnesota,Eastern Region,9
Steele County,27147,Minnesota,Eastern Region,9
Stevens County,27149,Minnesota,Eastern Region,9
Swift County,27151,Minnesota,Eastern Region,9
Todd County,27153,Minnesota,Eastern Region,9
Traverse County,27155,Minnesota,Eastern Region,9
Wabasha County,27157,Minnesota,Eastern Region,9
Wadena County,27159,Minnesota,Eastern Region,9
Waseca County,27161,Minnesota,Eastern Region,9
Washington County,27163,Minnesota,Eastern Region,9
Watonwan County,27165,Minnesota,Eastern Region,9
Wilkin County,27167,Minnesota,Eastern Region,9
Winona County,27169,Minnesota,Eastern Region,9
Wright County,27171,Minnesota,Eastern Region,9
Yellow Medicine County,27173,Minnesota,Eastern Region,9
Adair County,29001,Missouri,Eastern Region,9
Andrew County,29003,Missouri,Eastern Region,9
Atchison County,29005,Missouri,Eastern Region,9
Audrain County,29007,Missouri,Eastern Region,9
Barry County,29009,Missouri,Eastern Region,9
Barton County,29011,Missouri,Eastern Region,9
Bates County,29013,Missouri,Eastern Region,9
Benton County,29015,Missouri,Eastern Region,9
Bollinger County,29017,Missouri,Eastern Region,9
Boone County,29019,Missouri,Eastern Region,9
Buchanan County,29021,Missouri,Eastern Region,9
Butler County,29023,Missouri,Eastern Region,9
Caldwell County,29025,Missouri,Eastern Region,9
Callaway County,29027,Missouri,Eastern Region,9
Camden County,29029,Missouri,Eastern Region,9
Cape Girardeau County,29031,Missouri,Eastern Region,9
Carroll County,29033,Missouri,Eastern Region,9
Carter County,29035,Missouri,Eastern Region,9
Cass County,29037,Missouri,Eastern Region,9
Cedar County,29039,Missouri,Eastern Region,9
Chariton County,29041,Missouri,Eastern Region,9
Christian County,29043,Missouri,Eastern Region,9
Clark County,29045,Missouri,Eastern Region,9
Clay County,29047,Missouri,Eastern Region,9
Clinton County,29049,Missouri,Eastern Region,9
Cole County,29051,Missouri,Eastern Region,9
Cooper County,29053,Missouri,Eastern Region,9
Crawford County,29055,Missouri,Eastern Region,9
Dade County,29057,Missouri,Eastern Region,9
Dallas County,29059,Missouri,Eastern Region,9
Daviess County,29061,Missouri,Eastern Region,9
DeKalb County,29063,Missouri,Eastern Region,9
Dent County,29065,Missouri,Eastern Region,9
Douglas County,29067,Missouri,Eastern Region,9
Dunklin County,29069,Missouri,Eastern Region,9
Franklin County,29071,Missouri,Eastern Region,9
Gasconade County,29073,Missouri,Eastern Region,9
Gentry County,29075,Missouri,Eastern Region,9
Greene County,29077,Missouri,Eastern Region,9
Grundy County,29079,Missouri,Eastern Region,9
Harrison County,29081,Missouri,Eastern Region,9
Henry County,29083,Missouri,Eastern Region,9
Hickory County,29085,Missouri,Eastern Region,9
Holt County,29087,Missouri,Eastern Region,9
Howard County,29089,Missouri,Eastern Region,9
Howell County,29091,Missouri,Eastern Region,9
Iron County,29093,Missouri,Eastern Region,9
Jackson County,29095,Missouri,Eastern Region,9
Jasper County,29097,Missouri,Eastern Region,9
Jefferson County,29099,Missouri,Eastern Region,9
Johnson County,29101,Missouri,Eastern Region,9
Knox County,29103,Missouri,Eastern Region,9
Laclede County,29105,Missouri,Eastern Region,9
Lafayette County,29107,Missouri,Eastern Region,9
Lawrence County,29109,Missouri,Eastern Region,9
Lewis County,29111,Missouri,Eastern Region,9
Lincoln County,29113,Missouri,Eastern Region,9
Linn County,29115,Missouri,Eastern Region,9
Livingston County,29117,Missouri,Eastern Region,9
McDonald County,29119,Missouri,Eastern Region,9
Macon County,29121,Missouri,Eastern Region,9
Madison County,29123,Missouri,Eastern Region,9
Maries County,29125,Missouri,Eastern Region,9
Marion County,29127,Missouri,Eastern Region,9
Mercer County,29129,Missouri,Eastern Region,9
Miller County,29131,Missouri,Eastern Region,9
Mississippi County,29133,Missouri,Eastern Region,9
Moniteau County,29135,Missouri,Eastern Region,9
Monroe County,29137,Missouri,Eastern Region,9
Montgomery County,29139,Missouri,Eastern Region,9
Morgan County,29141,Missouri,Eastern Region,9
New Madrid County,29143,Missouri,Eastern Region,9
Newton County,29145,Missouri,Eastern Region,9
Nodaway County,29147,Missouri,Eastern Region,9
Oregon County,29149,Missouri,Eastern Region,9
Osage County,29151,Missouri,Eastern Region,9
Ozark County,29153,Missouri,Eastern Region,9
Pemiscot County,29155,Missouri,Eastern Region,9
Perry County,29157,Missouri,Eastern Region,9
Pettis County,29159,Missouri,Eastern Region,9
Phelps County,29161,Missouri,Eastern Region,9
Pike County,29163,Missouri,Eastern Region,9
Platte County,29165,Missouri,Eastern Region,9
Polk County,29167,Missouri,Eastern Region,9
Pulaski County,29169,Missouri,Eastern Region,9
Putnam County,29171,Missouri,Eastern Region,9
Ralls County,29173,Missouri,Eastern Region,9
Randolph County,29175,Missouri,Eastern Region,9
Ray County,29177,Missouri,Eastern Region,9
Reynolds County,29179,Missouri,Eastern Region,9
Ripley County,29181,Missouri,Eastern Region,9
St. Charles County,29183,Missouri,Eastern Region,9
St. Clair County,29185,Missouri,Eastern Region,9
Ste. Genevieve County,29186,Missouri,Eastern Region,9
St. Francois County,29187,Missouri,Eastern Region,9
St. Louis County,29189,Missouri,Eastern Region,9
Saline County,29195,Missouri,Eastern Region,9
Schuyler County,29197,Missouri,Eastern Region,9
Scotland County,29199,Missouri,Eastern Region,9
Scott County,29201,Missouri,Eastern Region,9
Shannon County,29203,Missouri,Eastern Region,9
Shelby County,29205,Missouri,Eastern Region,9
Stoddard County,29207,Missouri,Eastern Region,9
Stone County,29209,Missouri,Eastern Region,9
Sullivan County,29211,Missouri,Eastern Region,9
Taney County,29213,Missouri,Eastern Region,9
Texas County,29215,Missouri,Eastern Region,9
Vernon County,29217,Missouri,Eastern Region,9
Warren County,29219,Missouri,Eastern Region,9
Washington County,29221,Missouri,Eastern Region,9
Wayne County,29223,Missouri,Eastern Region,9
Webster County,29225,Missouri,Eastern Region,9
Worth County,29227,Missouri,Eastern Region,9
Wright County,29229,Missouri,Eastern Region,9
St. Louis city,29510,Missouri,Eastern Region,9
Belknap County,33001,New Hampshire,Eastern Region,9
Carroll County,33003,New Hampshire,Eastern Region,9
Cheshire County,33005,New Hampshire,Eastern Region,9
Coos County,33007,New Hampshire,Eastern Region,9
Grafton County,33009,New Hampshire,Eastern Region,9
Hillsborough County,33011,New Hampshire,Eastern Region,9
Merrimack County,33013,New Hampshire,Eastern Region,9
Rockingham County,33015,New Hampshire,Eastern Region,9
Strafford County,33017,New Hampshire,Eastern Region,9
Sullivan County,33019,New Hampshire,Eastern Region,9
Atlantic County,34001,New Jersey,Eastern Region,9
Bergen County,34003,New Jersey,Eastern Region,9
Burlington County,34005,New Jersey,Eastern Region,9
Camden County,34007,New Jersey,Eastern Region,9
Cape May County,34009,New Jersey,Eastern Region,9
Cumberland County,34011,New Jersey,Eastern Region,9
Essex County,34013,New Jersey,Eastern Region,9
Gloucester County,34015,New Jersey,Eastern Region,9
Hudson County,34017,New Jersey,Eastern Region,9
Hunterdon County,34019,New Jersey,Eastern Region,9
Mercer County,34021,New Jersey,Eastern Region,9
Middlesex County,34023,New Jersey,Eastern Region,9
Monmouth County,34025,New Jersey,Eastern Region,9
Morris County,34027,New Jersey,Eastern Region,9
Ocean County,34029,New Jersey,Eastern Region,9
Passaic County,34031,New Jersey,Eastern Region,9
Salem County,34033,New Jersey,Eastern Region,9
Somerset County,34035,New Jersey,Eastern Region,9
Sussex County,34037,New Jersey,Eastern Region,9
Union County,34039,New Jersey,Eastern Region,9
Warren County,34041,New Jersey,Eastern Region,9
Albany County,36001,New York,Eastern Region,9
Allegany County,36003,New York,Eastern Region,9
Bronx County,36005,New York,Eastern Region,9
Broome County,36007,New York,Eastern Region,9
Cattaraugus County,36009,New York,Eastern Region,9
Cayuga County,36011,New York,Eastern Region,9
Chautauqua County,36013,New York,Eastern Region,9
Chemung County,36015,New York,Eastern Region,9
Chenango County,36017,New York,Eastern Region,9
Clinton County,36019,New York,Eastern Region,9
Columbia County,36021,New York,Eastern Region,9
Cortland County,36023,New York,Eastern Region,9
Delaware County,36025,New York,Eastern Region,9
Dutchess County,36027,New York,Eastern Region,9
Erie County,36029,New York,Eastern Region,9
Essex County,36031,New York,Eastern Region,9
Franklin County,36033,New York,Eastern Region,9
Fulton County,36035,New York,Eastern Region,9
Genesee County,36037,New York,Eastern Region,9
Greene County,36039,New York,Eastern Region,9
Hamilton County,36041,New York,Eastern Region,9
Herkimer County,36043,New York,Eastern Region,9
Jefferson County,36045,New York,Eastern Region,9
Kings County,36047,New York,Eastern Region,9
Lewis County,36049,New York,Eastern Region,9
Livingston County,36051,New York,Eastern Region,9
Madison County,36053,New York,Eastern Region,9
Monroe County,36055,New York,Eastern Region,9
Montgomery County,36057,New York,Eastern Region,9
Nassau County,36059,New York,Eastern Region,9
New York County,36061,New York,Eastern Region,9
Niagara County,36063,New York,Eastern Region,9
Oneida County,36065,New York,Eastern Region,9
Onondaga County,36067,New York,Eastern Region,9
Ontario County,36069,New York,Eastern Region,9
Orange County,36071,New York,Eastern Region,9
Orleans County,36073,New York,Eastern Region,9
Oswego County,36075,New York,Eastern Region,9
Otsego County,36077,New York,Eastern Region,9
Putnam County,36079,New York,Eastern Region,9
Queens County,36081,New York,Eastern Region,9
Rensselaer County,36083,New York,Eastern Region,9
Richmond County,36085,New York,Eastern Region,9
Rockland County,36087,New York,Eastern Region,9
St. Lawrence County,36089,New York,Eastern Region,9
Saratoga County,36091,New York,Eastern Region,9
Schenectady County,36093,New York,Eastern Region,9
Schoharie County,36095,New York,Eastern Region,9
Schuyler County,36097,New York,Eastern Region,9
Seneca County,36099,New York,Eastern Region,9
Steuben County,36101,New York,Eastern Region,9
Suffolk County,36103,New York,Eastern Region,9
Sullivan County,36105,New York,Eastern Region,9
Tioga County,36107,New York,Eastern Region,9
Tompkins County,36109,New York,Eastern Region,9
Ulster County,36111,New York,Eastern Region,9
Warren County,36113,New York,Eastern Region,9
Washington County,36115,New York,Eastern Region,9
Wayne County,36117,New York,Eastern Region,9
Westchester County,36119,New York,Eastern Region,9
Wyoming County,36121,New York,Eastern Region,9
Yates County,36123,New York,Eastern Region,9
Adams County,39001,Ohio,Eastern Region,9
Allen County,39003,Ohio,Eastern Region,9
Ashland County,39005,Ohio,Eastern Region,9
Ashtabula County,39007,Ohio,Eastern Region,9
Athens County,39009,Ohio,Eastern Region,9
Auglaize County,39011,Ohio,Eastern Region,9
Belmont County,39013,Ohio,Eastern Region,9
Brown County,39015,Ohio,Eastern Region,9
Butler County,39017,Ohio,Eastern Region,9
Carroll County,39019,Ohio,Eastern Region,9
Champaign County,39021,Ohio,Eastern Region,9
Clark County,39023,Ohio,Eastern Region,9
Clermont County,39025,Ohio,Eastern Region,9
Clinton County,39027,Ohio,Eastern Region,9
Columbiana County,39029,Ohio,Eastern Region,9
Coshocton County,39031,Ohio,Eastern Region,9
Crawford County,39033,Ohio,Eastern Region,9
Cuyahoga County,39035,Ohio,Eastern Region,9
Darke County,39037,Ohio,Eastern Region,9
Defiance County,39039,Ohio,Eastern Region,9
Delaware County,39041,Ohio,Eastern Region,9
Erie County,39043,Ohio,Eastern Region,9
Fairfield County,39045,Ohio,Eastern Region,9
Fayette County,39047,Ohio,Eastern Region,9
Franklin County,39049,Ohio,Eastern Region,9
Fulton County,39051,Ohio,Eastern Region,9
Gallia County,39053,Ohio,Eastern Region,9
Geauga County,39055,Ohio,Eastern Region,9
Greene County,39057,Ohio,Eastern Region,9
Guernsey County,39059,Ohio,Eastern Region,9
Hamilton County,39061,Ohio,Eastern Region,9
Hancock County,39063,Ohio,Eastern Region,9
Hardin County,39065,Ohio,Eastern Region,9
Harrison County,39067,Ohio,Eastern Region,9
Henry County,39069,Ohio,Eastern Region,9
Highland County,39071,Ohio,Eastern Region,9
Hocking County,39073,Ohio,Eastern Region,9
Holmes County,39075,Ohio,Eastern Region,9
Huron County,39077,Ohio,Eastern Region,9
Jackson County,39079,Ohio,Eastern Region,9
Jefferson County,39081,Ohio,Eastern Region,9
Knox County,39083,Ohio,Eastern Region,9
Lake County,39085,Ohio,Eastern Region,9
Lawrence County,39087,Ohio,Eastern Region,9
Licking County,39089,Ohio,Eastern Region,9
Logan County,39091,Ohio,Eastern Region,9
Lorain County,39093,Ohio,Eastern Region,9
Lucas County,39095,Ohio,Eastern Region,9
Madison County,39097,Ohio,Eastern Region,9
Mahoning County,39099,Ohio,Eastern Region,9
Marion County,39101,Ohio,Eastern Region,9
Medina County,39103,Ohio,Eastern Region,9
Meigs County,39105,Ohio,Eastern Region,9
Mercer County,39107,Ohio,Eastern Region,9
Miami County,39109,Ohio,Eastern Region,9
Monroe County,39111,Ohio,Eastern Region,9
Montgomery County,39113,Ohio,Eastern Region,9
Morgan County,39115,Ohio,Eastern Region,9
Morrow County,39117,Ohio,Eastern Region,9
Muskingum County,39119,Ohio,Eastern Region,9
Noble County,39121,Ohio,Eastern Region,9
Ottawa County,39123,Ohio,Eastern Region,9
Paulding County,39125,Ohio,Eastern Region,9
Perry County,39127,Ohio,Eastern Region,9
Pickaway County,39129,Ohio,Eastern Region,9
Pike County,39131,Ohio,Eastern Region,9
Portage County,39133,Ohio,Eastern Region,9
Preble County,39135,Ohio,Eastern Region,9
Putnam County,39137,Ohio,Eastern Region,9
Richland County,39139,Ohio,Eastern Region,9
Ross County,39141,Ohio,Eastern Region,9
Sandusky County,39143,Ohio,Eastern Region,9
Scioto County,39145,Ohio,Eastern Region,9
Seneca County,39147,Ohio,Eastern Region,9
Shelby County,39149,Ohio,Eastern Region,9
Stark County,39151,Ohio,Eastern Region,9
Summit County,39153,Ohio,Eastern Region,9
Trumbull County,39155,Ohio,Eastern Region,9
Tuscarawas County,39157,Ohio,Eastern Region,9
Union County,39159,Ohio,Eastern Region,9
Van Wert County,39161,Ohio,Eastern Region,9
Vinton County,39163,Ohio,Eastern Region,9
Warren County,39165,Ohio,Eastern Region,9
Washington County,39167,Ohio,Eastern Region,9
Wayne County,39169,Ohio,Eastern Region,9
Williams County,39171,Ohio,Eastern Region,9
Wood County,39173,Ohio,Eastern Region,9
Wyandot County,39175,Ohio,Eastern Region,9
Adams County,42001,Pennsylvania,Eastern Region,9
Allegheny County,42003,Pennsylvania,Eastern Region,9
Armstrong County,42005,Pennsylvania,Eastern Region,9
Beaver County,42007,Pennsylvania,Eastern Region,9
Bedford County,42009,Pennsylvania,Eastern Region,9
Berks County,42011,Pennsylvania,Eastern Region,9
Blair County,42013,Pennsylvania,Eastern Region,9
Bradford County,42015,Pennsylvania,Eastern Region,9
Bucks County,42017,Pennsylvania,Eastern Region,9
Butler County,42019,Pennsylvania,Eastern Region,9
Cambria County,42021,Pennsylvania,Eastern Region,9
Cameron County,42023,Pennsylvania,Eastern Region,9
Carbon County,42025,Pennsylvania,Eastern Region,9
Centre County,42027,Pennsylvania,Eastern Region,9
Chester County,42029,Pennsylvania,Eastern Region,9
Clarion County,42031,Pennsylvania,Eastern Region,9
Clearfield County,42033,Pennsylvania,Eastern Region,9
Clinton County,42035,Pennsylvania,Eastern Region,9
Columbia County,42037,Pennsylvania,Eastern Region,9
Crawford County,42039,Pennsylvania,Eastern Region,9
Cumberland County,42041,Pennsylvania,Eastern Region,9
Dauphin County,42043,Pennsylvania,Eastern Region,9
Delaware County,42045,Pennsylvania,Eastern Region,9
Elk County,42047,Pennsylvania,Eastern Region,9
Erie County,42049,Pennsylvania,Eastern Region,9
Fayette County,42051,Pennsylvania,Eastern Region,9
Forest County,42053,Pennsylvania,Eastern Region,9
Franklin County,42055,Pennsylvania,Eastern Region,9
Fulton County,42057,Pennsylvania,Eastern Region,9
Greene County,42059,Pennsylvania,Eastern Region,9
Huntingdon County,42061,Pennsylvania,Eastern Region,9
Indiana County,42063,Pennsylvania,Eastern Region,9
Jefferson County,42065,Pennsylvania,Eastern Region,9
Juniata County,42067,Pennsylvania,Eastern Region,9
Lackawanna County,42069,Pennsylvania,Eastern Region,9
Lancaster County,42071,Pennsylvania,Eastern Region,9
Lawrence County,42073,Pennsylvania,Eastern Region,9
Lebanon County,42075,Pennsylvania,Eastern Region,9
Lehigh County,42077,Pennsylvania,Eastern Region,9
Luzerne County,42079,Pennsylvania,Eastern Region,9
Lycoming County,42081,Pennsylvania,Eastern Region,9
